file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
追獵行動 (3) [Guardian][event],,追獵行動,,Guardian,None,None,0,3,None,None,None,None,Combat,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",策略.,"快速。在神話階段中你將要抽取一張遭遇卡時打出。
改為在遭遇牌堆中查找一名敵人，將其生成並與你交戰<i>(代替其原有的生成地點)</i>，疊加追獵行動到該敵人，並混洗遭遇牌堆。
<rea>在你擊敗被疊加的敵人時：獲得3資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08028.png,1.25,0,118,Derk Venneman,EdgeOfTheEarthInv,28
提爾斯哈之牙 (4) [Guardian][event],,提爾斯哈之牙,,Guardian,None,None,3,4,None,None,None,None,Agility,Agility,Combat,Combat,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術.,<b>攻擊</b>。選擇任何已揭示地點的一名敵人作為這次攻擊的目標。在結算這次攻擊前，你可以移動到該敵人的地點。這次攻擊將你的<agi>加入你的<com>。這次攻擊造成+3傷害。,"
廷達洛斯之牙不會放過任何獵物。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08029.png,1.25,0,118,Isuardi Therianto,EdgeOfTheEarthInv,29
繁星密語 [Seeker][event],,繁星密語,,Seeker,None,None,1,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",洞察.,"快速。只能在你的回合中打出。
丟棄你牌堆頂部的卡牌。如果該卡牌為弱點，將其混洗回你的牌堆。否則在你的回合剩餘時間內，只要該卡牌在你的棄牌堆中，將其投入到你執行的每個符合條件的技能檢定中。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08034.png,1.25,0,118,Adam S. Doyle,EdgeOfTheEarthInv,34
加入馬隊 (1) [Seeker][event],,加入馬隊,,Seeker,None,None,5,1,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",洞察. 協作.,"快速。只能在你的回合中打出。你控制的卡牌之中每有一個不同的職階，本卡牌的費用減1。
移動到任一個已揭示地點。","
心之所向才是真正的旅途。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08036.png,1.25,0,118,Juan Carlos Barquet,EdgeOfTheEarthInv,36
發掘古物 (2) [Seeker][event],,發掘古物,,Seeker,None,None,0,2,None,None,None,None,Agility,Intellect,Intellect,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",洞察.,<b>調查</b>。選擇你手中最多2張<see>支援卡。這次技能檢定難度等於所選支援卡費用之和。如果你成功，將所選支援卡依次放置入場。每有1張<b><i>遺物</i></b>支援卡通過此能力放置入場，抽取1張卡牌。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08039.png,1.25,0,118,Lindsey Messecar,EdgeOfTheEarthInv,39
提前偵察 [Rogue][event],,提前偵察,,Rogue,None,None,1,0,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",洞察. 技巧.,<b>移動</b>。移動最多3次。這次移動中敵人不會與你交戰。,"
""……一種無形的氣息抗拒著我，並讓我遠離這些古老而凶險的秘密，這些秘密不應為人所知，也未曾有人所知。""<cite>H. P. 洛夫克拉夫特，《無名之城》</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08047.png,1.25,0,118,Vlad Ricean,EdgeOfTheEarthInv,47
21點 [Rogue][event],,21點,,Rogue,None,None,2,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",幸運. 局勢.,"依次從混亂袋隨機抽出標記，直到你選擇停下。將每個<sku>、<cul>、<tab>或<mon>視為5；<ten>視為10；<eld>視為1或11。如果這些標記的總和(忽略+/-)為……
<bul> ...…18或更少，獲得4資源。
<bul> ...…19，獲得5資源。
<bul> ...…20，獲得6資源。
<bul> ...…21，獲得9資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08048.png,1.25,0,118,Vlad Ricean,EdgeOfTheEarthInv,48
反間諜活動 (1) [Rogue][event],,反間諜活動,,Rogue,None,None,2,1,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",恩惠. 服務.,"快速。在你抽取一張非弱點詭計卡時打出。
取消該卡牌的顯現效果並抽取遭遇牌堆頂部的卡牌。
<rea>在你打出反間諜活動時，提升其費用2點：將""遭遇牌堆""換成""你的牌堆""。
<rea>在你打出反間諜活動時，提升其費用2點：將""你""換成""任一位調查員""。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08049.png,1.25,0,118,Mark-Erwan Tarrisse,EdgeOfTheEarthInv,49
欺騙制度 (1) [Rogue][event],,欺騙制度,,Rogue,None,None,0,1,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",技巧. 協作.,"快速。在任何<fre>時間段中打出。
你控制的卡牌之中每有一個不同的職階，獲得1資源。","
要是有事是你不該做的，那它當然不會合法。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08050.png,1.25,0,118,Alexandre Dainche,EdgeOfTheEarthInv,50
不當交易 (1) [Rogue][event],,不當交易,,Rogue,None,None,0,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",恩惠.,揭示你手中的一張<b><i>道具</i></b>支援卡。你所在地點的另一位調查員可以打出該支援卡，如同其在他的手牌中。如果他這麼做，你抽取1張卡牌並獲得等於該支援卡打印費用的資源。,"
""真的假的？你現在在跟我討價還價？""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08051.png,1.25,0,118,Romana Kendelic,EdgeOfTheEarthInv,51
金錢萬能 (2) [Rogue][event],,金錢萬能,,Rogue,None,None,0,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",恩惠. 局勢.,"快速。在任何地點的調查員發起技能檢定時打出。
這次檢定不是其標示的技能類型(<wil>、<int>、<com>或<agi>)，而是改為資源技能檢定。執行這次檢定的調查員的基礎技能值等於你資源池內資源數量的一半(向下取整)。抽取1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08054.png,1.25,0,118,Robert Laskey,EdgeOfTheEarthInv,54
黑市 (2) [Rogue][event],,黑市,,Rogue,None,None,1,2,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",恩惠.,"快速。當調查階段開始時打出。
依次從任一調查員的牌堆頂部揭示卡牌，直到正好揭示5張卡牌。將這些卡牌放在一邊，位於場外。只要這些卡牌放在一邊，任何調查員可以將其視為自己的手牌打出。當下次調查階段開始時，將仍放在一邊的這些卡牌混洗入其所有者的牌堆。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08055.png,1.25,0,118,Matt Stawicki,EdgeOfTheEarthInv,55
冥想放空 [Mystic][event],,冥想放空,,Mystic,None,None,2,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",洞察. 勇氣.,你每有一個法術槽位被佔用，治癒1點傷害或1點恐懼。,"
你讓自己的思想沉淪，冰冷而漫無目的，萬物皆空。虛無如歸。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08061.png,1.25,0,118,Mauro Dal Bo,EdgeOfTheEarthInv,61
力量之風 (1) [Mystic][event],,力量之風,,Mystic,None,None,2,1,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",勇氣.,"在你控制的一張支援卡上放置2充能。
<rea>在你的回合中抽取了力量之風後：將其打出。","
願奧雅之息指引吾等。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08063.png,1.25,0,118,Pavel Kolomeyets,EdgeOfTheEarthInv,63
先見 (1) [Mystic][event],,先見,,Mystic,None,None,0,1,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",預言.,"快速。在一位你所在地點的調查員將要從其牌堆或從遭遇牌堆抽取一張卡牌時打出。
聲明一張卡牌。如果抽取的卡牌是聲明的卡牌，該調查員可以(選擇一項)：
<bul> 取消該卡牌的效果並將其丟棄。
<bul> 立刻-2費用打出該卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08064.png,1.25,0,118,Pavel Kolomeyets,EdgeOfTheEarthInv,64
平行命運 (2) [Mystic][event],,平行命運,,Mystic,None,None,0,2,None,None,None,None,Willpower,Wild,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",預言.,查看一位調查員的牌堆或遭遇牌堆頂部6張卡牌。你可以將它們以任何順序放回該牌堆頂部，或將它們與該牌堆混洗。如果你查看了調查員的牌堆，該調查員可以抽取1張卡牌。,"
""如果我說，在你瀕死之際我才會把你的命運告訴你，你還想知道嗎？""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08066.png,1.25,0,118,Alice Duke,EdgeOfTheEarthInv,66
應急裝備 [Survivor][event],,應急裝備,,Survivor,None,None,0,0,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",升級.,"使用(3耐久)。
疊加到你所在地點調查員控制的一張<b><i>道具</i></b>支援卡。
<fre>在被疊加的支援卡的技能檢定中，花費1耐久：你這次檢定+2技能值。","
如果它還沒壞，就好好修繕它。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08074.png,1.25,0,118,Duallbrush,EdgeOfTheEarthInv,74
閱後即焚 (1) [Survivor][event],,閱後即焚,,Survivor,None,None,1,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",洞察.,"放逐你手中1張等級0-5的卡牌。發現你所在地點的2個線索。如果被放逐卡牌為等級2或更高，從當前密謀移除1個毀滅標記。放逐閱後即焚。
<b>卡牌設計：Council-in-Exile，Gen Con 2020</b>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08076.png,1.25,0,118,Romana Kendelic,EdgeOfTheEarthInv,76
血債血償 (2) [Survivor][event],,血債血償,,Survivor,None,None,1,2,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",契約. 詛咒縈繞.,"快速。在一名敵人攻擊你後打出。每次攻擊最多1張。
這次攻擊的傷害/恐懼不能被分配給<b><i>盟友</i></b>支援卡。你每從這次攻擊受到1點傷害和/或恐懼，抽取1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08079.png,1.25,0,118,Romain Leguay,EdgeOfTheEarthInv,79
抵擋 (3) [Survivor][event],,抵擋,,Survivor,None,None,2,3,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",局勢. 技巧.,"快速。在一名非<b><i>精英</i></b>敵人在你所在地點生成時打出。
該敵人攻擊你。然後，自動躲避該敵人並將抵擋疊加到它。
被疊加的敵人不能準備。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08082.png,1.25,0,118,Robert Laskey,EdgeOfTheEarthInv,82
追蹤 (1) [Guardian_Seeker][event],,追蹤,,Guardian,Seeker,None,1,1,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",洞察. 策略.,選擇你所在地點以外任何地點的一名敵人。朝該敵人移動2次，或在你與所選敵人之間，沿著到達該敵人的最短路徑上的任一個無人地點發現1個線索。,"
""步步為營！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08084.png,1.25,0,118,Billy Norrby,EdgeOfTheEarthInv,84
追蹤 (3) [Guardian_Seeker][event],,追蹤,,Guardian,Seeker,None,1,3,None,None,None,None,Agility,Combat,Intellect,Intellect,None,None,"<family ""Arial""><cop> 2021 FFG</family>",洞察. 策略.,選擇你所在地點以外任何地點的一名敵人。朝該敵人移動2次。在每個你因此效果進入的地點各發現1個線索。,"
""步步為營！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08085.png,1.25,0,118,Billy Norrby,EdgeOfTheEarthInv,85
狙擊 (1) [Guardian_Rogue][event],,狙擊,,Guardian,Rogue,None,0,1,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",策略.,"你這回合使用<b><i>遠程</i></b>或<b><i>槍械</i></b>支援卡執行的下一個攻擊行動中，將你抽出的每個<sku>、<cul>、<tab>、<mon>或<ten>標記視為""0""標記。本行動不會引起趁亂攻擊。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08087.png,1.25,0,118,Steve Ellis,EdgeOfTheEarthInv,87
保護魂靈 (2) [Seeker_Mystic][event],,保護魂靈,,Seeker,Mystic,None,1,2,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",儀式.,"快速。在你所在地點一張<b><i>盟友</i></b>支援卡被卡牌效果丟棄或被擊敗後打出。
將該支援卡返回其所有者的手中，或其所有者抽取3張卡牌。","
所有的活物都有著氣息，注意別被他們的氣息詛咒了。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08102.png,1.25,0,118,Chris Pritchard,EdgeOfTheEarthInv,102
虛影易位 [Rogue_Mystic][event],,虛影易位,,Rogue,Mystic,None,2,0,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術. 技巧.,選擇連接次數不超過2的已揭示地點的一名非<b><i>精英</i></b>敵人。與該敵人交換位置。,"
""我的下一個特技是……""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08108.png,1.25,0,118,Lin Hsiang,EdgeOfTheEarthInv,108
虛影易位 (2) [Rogue_Mystic][event],,虛影易位,,Rogue,Mystic,None,1,2,None,None,None,None,Agility,Agility,Willpower,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術. 技巧.,選擇任何已揭示地點的一名非<b><i>精英</i></b>敵人。與該敵人交換位置。,"
""我的下一個特技是……""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08110.png,1.25,0,118,Lin Hsiang,EdgeOfTheEarthInv,110
再來一張！ [Rogue_Survivor][event],,"""再來一張！""",,Rogue,Survivor,None,1,0,None,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",幸運. 局勢.,"快速。你在技能檢定中抽出混亂標記後打出。
抽出額外一個混亂標記，將其""-""變為""+""。如果該混亂標記是<sku>標記，你自動失敗。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08112.png,1.25,0,118,Drazenka Kimpel,EdgeOfTheEarthInv,112
請求支援 (2) [Neutral][event],,請求支援,,Neutral,None,None,1,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",恩惠. 協作.,"以任意順序依次結算，如果你控制……
<bul> <rog>卡牌，你可以移動到連接地點。
<bul> <gua>卡牌，對你所在地點的一名敵人造成1點傷害。
<bul> <see>卡牌，發現你所在地點的1個線索。
<bul> <mys>卡牌，治癒任意卡牌1點恐懼。
<bul> <sur>卡牌，治癒任意卡牌1點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08129.png,1.25,0,118,Adam Schumpert,EdgeOfTheEarthInv,129
赦免 [Guardian][event],,赦免,,Guardian,None,None,X,0,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",法術. 祝福.,"從混亂袋隨機抽出3個標記，以及X個額外標記。
每抽出一個非符號標記，就加入1個<ble>標記到混亂袋。每抽出1個<ble>標記，治癒你所在地點一位調查員或一張<b><i>盟友</i></b>支援卡的1點恐懼。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10024.png,1.25,0,118,Cristi Balanescu,fhvp,24
信仰引導 [Guardian][event],,信仰引導,,Guardian,None,None,2,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",勇氣. 祝福.,<b>調查</b>。這次調查你可以不使用<int>，改為使用<wil>。在這次檢定抽出混亂標記前，加入2個<ble>標記到混亂袋。如果這次技能檢定期間抽出<ble>或<eld>標記，發現你所在地點的額外1個線索。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10025.png,1.25,0,118,Alexandre Dainche,fhvp,25
別動 [Guardian][event],,別動,,Guardian,None,None,1,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",策略. 技巧.,<b>談判</b>。選擇你所在地點的1名敵人與你手牌中的1張<b><i>道具</i></b>支援卡。對所選敵人執行一次攻擊行動。如果你成功，不造成傷害，改為打出所選支援卡，你每成功且超過難度一點，減少其一點費用。,"
""把、把手舉起來！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10026.png,1.25,0,118,Rob Laskey,fhvp,26
作業部隊 [Guardian][event],,作業部隊,,Guardian,None,None,2,0,None,None,None,None,Agility,Combat,Intellect,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",策略. 雙倍..,"作為打出作業部隊的額外費用，花費一個行動。一次一個，以任意順序，選擇你所在地點的一位調查員……
<bul> ...…結算他控制的支援卡上的一個<act>能力，無需支付其<act>費用。
<bul> ...…移動到一個連接地點。
<bul> ...…發現他所在地點的1個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10027.png,1.25,0,118,Nicholas Stohlman,fhvp,27
修補 [Guardian][event],,修補,,Guardian,None,None,1,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",洞察. 升級.,"快速。只能在你的回合期間打出。
疊加修補到你的遊戲區域中的<b><i>工具</i></b>支援卡。每張支援卡限制1張。
被疊加的支援卡少佔用1個手部或飾品槽位。","
""這還能叫扳手嗎？！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10028.png,1.25,0,118,Pixoloid Studios,fhvp,28
手眼協調 (1) [Guardian][event],,手眼協調,,Guardian,None,None,1,1,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",洞察.,"快速。只能在你的回合期間打出。
結算你控制的<b><i>工具</i></b>或<b><i>武器</i></b>支援卡上的一個<act>能力，無需支付其<act>費用。","
眼睛盯緊目標。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10030.png,1.25,0,118,Romana Kendelic,fhvp,30
恢復元氣 (2) [Guardian][event],,恢復元氣,,Guardian,None,None,0,2,None,None,None,None,Willpower,Wild,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",勇氣. 果斷.,"只能作為你的第一個行動打出。
治癒2點傷害(如果你本輪抽取了詭計卡，改為治癒3點傷害)。抽取1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10032.png,1.25,0,118,Tiziano Baracchi,fhvp,32
疾風連擊 (5) [Guardian][event],,疾風連擊,,Guardian,None,None,2,5,None,None,None,None,Agility,Combat,Wild,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",策略. 雙倍. 定命.,"只能在你有控制<b><i>近戰</i></b>支援卡時才可打出。作為打出疾風連擊的額外費用，花費一個行動。
<b>攻擊</b>。選擇你控制的一張<b><i>近戰</i></b>支援卡並立即使用該支援卡進行一次攻擊行動<i>(無需支付其<act>費用)</i>。你可以重複此效果最多三次。在最後一次攻擊結算後，如果這是你的回合，結束你的回合。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10037.png,1.25,0,118,Lin Hsiang,fhvp,37
