file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
消防斧 [Survivor][asset],,消防斧,,Survivor,None,None,1,0,1 Hand,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 武器. 近戰.,"<act>：<b>攻擊</b>。如果你未持有任何資源，這次攻擊造成+1傷害。
<fre>在使用消防斧的攻擊中，花費1資源：這次技能檢定中你+2<com>。 (每次攻擊限制3次。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02032.png,1.25,0,90,Stephen Somers,TheDunwichLegacy,32
彼得·希爾維斯特 [Survivor][asset],1,彼得·希爾維斯特,校園紅人,Survivor,None,None,3,0,Ally,None,1,2,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",盟友. 米斯卡塔尼克.,"你獲得+1<agi>。
<rea>在你回合結束後：治癒彼得·希爾維斯特1點恐懼。","
這個壯實的小夥子，有著年輕人獨有的自信。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02033.png,1.25,0,90,Arden Beckwith,TheDunwichLegacy,33
彼得·希爾維斯特 (2) [Survivor][asset],1,彼得·希爾維斯特,校園紅人,Survivor,None,None,3,2,Ally,None,1,3,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",盟友. 米斯卡塔尼克.,"你獲得+1<agi>和+1<wil>。
<rea>在你回合結束後：治癒彼得·希爾維斯特1點恐懼。","
這個壯實的小夥子，有著年輕人獨有的自信。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02035.png,1.25,0,90,Arden Beckwith,TheDunwichLegacy,35
彎刀 [Neutral][asset],,彎刀,,Neutral,None,None,2,0,1 Hand,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 武器. 近戰.,<act>：<b>攻擊</b>。這次攻擊中你+1<com>。如果成功，你可以花費1額外行動，來使這次攻擊造成+1傷害。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02036.png,1.25,0,90,Ilich Henriquez,TheDunwichLegacy,36
閃電槍 (5) [Guardian][asset],,閃電槍,,Guardian,None,None,6,5,2 Hands,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 武器. 槍械.,"使用(3子彈)。
<act>花費1子彈：<b>攻擊</b>。這次攻擊中你+5<com>。這次攻擊造成+2傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02301.png,1.25,0,90,Kim Artem,TheDunwichLegacy,301
威廉·T·瑪律森博士 [Seeker][asset],1,威廉·T·瑪律森博士,搞個大工程,Seeker,None,None,1,0,Ally,None,2,2,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",盟友. 米斯卡塔尼克.,"<rea>在你從遭遇牌堆抽取1張遭遇卡時，消耗威廉·T·瑪律森博士，並將你的1個線索放在所在地點上：取消該次抽牌，並將抽出的牌與遭遇牌堆混洗。然後，抽取1張遭遇卡。<i>(FAQ, v1.2)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02302.png,1.25,0,90,Sara Winters,TheDunwichLegacy,302
芝加哥機關槍 (4) [Rogue][asset],,芝加哥機關槍,,Rogue,None,None,5,4,2 Hands,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 武器. 槍械. 違法.,"使用(4子彈)。
<act>花費1子彈：<b>攻擊</b>。這次攻擊造成+2傷害。你可以為這次攻擊額外花費行動，每花費1個行動(包括本次行動)，這次攻擊中你+2<com>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02304.png,1.25,0,90,Tommy Arnold,TheDunwichLegacy,304
黃金懷表 (4) [Rogue][asset],1,黃金懷表,偷竊時間,Rogue,None,None,2,4,Accessory,None,None,None,Willpower,Wild,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 遺物.,"卓越。
<rea>在一個階段開始時，將黃金懷表移出遊戲：跳過該階段。
<rea>在一個階段結束後，將黃金懷表移出遊戲：再執行這個階段一次。<i>(FAQ, v1.2)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02305.png,1.25,0,90,Julepe,TheDunwichLegacy,305
皺縮術 (5) [Mystic][asset],,皺縮術,,Mystic,None,None,3,5,1 Arcane,None,None,None,Combat,Combat,Willpower,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",法術.,"使用(4充能)。
<act>花費1充能：<b>攻擊</b>。這次攻擊不使用<com>，改為使用<wil>。這次攻擊中你+3<wil>，並造成+2傷害。如果攻擊中抽出<sku>、<cul>、<tab>、<mon>或<ten>標記，受到2點恐懼。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02306.png,1.25,0,90,Brian Valenzuela,TheDunwichLegacy,306
安奎娜 (3) [Survivor][asset],1,安奎娜,被遺忘的女子,Survivor,None,None,4,3,Ally,None,1,4,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",盟友.,<rea>在敵人攻擊你時，消耗安奎娜並對她造成1點恐懼：將攻擊造成的傷害轉移給你所在地點的一名敵人。(你依然受到攻擊造成的恐懼。),"
""不要怕你看到的東西。真正可怕的是那些你看不到的。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02308.png,1.25,0,90,Tommy Arnold,TheDunwichLegacy,308
反覆嘗試 (3) [Survivor][asset],,反覆嘗試,,Survivor,None,None,2,3,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",才能.,<rea>在一次技能檢定失敗後，如果你擁有的一張技能卡被投入該次檢定中，消耗反覆嘗試：將那張技能卡返回你手中。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02309.png,1.25,0,90,Borja Pindado,TheDunwichLegacy,309
戴紅手套的男子 (5) [Neutral][asset],1,戴紅手套的男子,突然現身,Neutral,None,None,2,5,Ally,None,4,4,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",盟友. 同謀.,"快速。
<rea>在戴紅手套的男子入場後：選擇你的2項技能。只要戴紅手套的男子在場，所選技能的基礎值變為6。
<b>強制</b> - 當神秘階段結束時：丟棄戴紅手套的男子。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02310.png,1.25,0,90,Ryan Barger,TheDunwichLegacy,310
子彈帶 [Guardian][asset],,子彈帶,,Guardian,None,None,2,0,Body,None,1,-,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具.,你擁有額外1個手部槽位，只能用於放置<b><i>武器</i></b>支援卡。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02147.png,1.25,0,90,Stanislav Dikolenko,TheDunwichLegacy,147
藝術生 [Seeker][asset],,藝術生,,Seeker,None,None,2,0,Ally,None,1,2,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",盟友. 米斯卡塔尼克.,<rea>在藝術生入場後：發現你所在地點的1個線索。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02149.png,1.25,0,90,Katherine Dinger,TheDunwichLegacy,149
彈簧刀 (2) [Rogue][asset],,彈簧刀,,Rogue,None,None,1,2,1 Hand,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 武器. 近戰. 違法.,"快速。
<act><b>攻擊</b>。這次攻擊中你+2<com>。如果你成功且超過難度至少2點，該次攻擊造成+1傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02152.png,1.25,0,90,Matthew Cowdery,TheDunwichLegacy,152
皺縮術 (3) [Mystic][asset],,皺縮術,,Mystic,None,None,3,3,1 Arcane,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",法術.,"使用(4充能)。
[Action]花費1充能：<b>攻擊</b>。這次攻擊不使用<com>，改為使用<wil>。這次攻擊中你+2<wil>，並造成+1傷害。如果攻擊中抽出<sku>、<cul>、<tab>、<mon>或<ten>標記，受到1點恐懼。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02154.png,1.25,0,90,Brian Valenzuela,TheDunwichLegacy,154
報紙 [Survivor][asset],,報紙,,Survivor,None,None,1,0,1 Hand,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具.,如果你沒有線索，調查時你獲得+2<int>。,"
新聞頭條裡絲毫沒有提到你目擊的恐怖事件。但訃告欄裡的名字卻多得讓人心中發怵。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02155.png,1.25,0,90,Robert Laskey,TheDunwichLegacy,155
寶物獵人 (3) [Neutral][asset],,寶物獵人,,Neutral,None,None,-,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",才能.,"永久。
你擁有額外1個飾品槽位。","
搜遍一磚一石，不留一金一銀。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02157.png,1.25,0,90,Arden Beckwith,TheDunwichLegacy,157
魅力超凡 (3) [Neutral][asset],,魅力超凡,,Neutral,None,None,-,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",才能.,"永久。
你擁有額外1個盟友槽位。","
個人魅力光芒萬丈，城中燈火黯淡無光。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02158.png,1.25,0,90,David Auden Nash,TheDunwichLegacy,158
修士塞維爾 (1) [Guardian][asset],1,修士塞維爾,正直的人,Guardian,None,None,5,1,Ally,None,3,3,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",盟友 .,"你獲得+1<wil>。
你所在地點的其他調查員，可以將受到的傷害和恐懼分配給修士塞維爾。
<rea>在修士塞維爾被擊敗時：對你所在地點的一名敵人，造成2點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02106.png,1.25,0,90,Jasmine Stevens,TheDunwichLegacy,106
探路者 (1) [Seeker][asset],,探路者,,Seeker,None,None,3,1,None,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",才能.,<fre>在你回合中，如果你不與任何敵人交戰，消耗探路者：移動到一個連接地點。,"
他們是搜尋者，追隨著遙遠而恐怖之處。
<cite>H. P.洛克夫克拉夫特，《屋中畫》</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02108.png,1.25,0,90,Adam Lane,TheDunwichLegacy,108
適應性 (1) [Rogue][asset],,適應性,,Rogue,None,None,-,1,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",才能.,"永久。
在劇本模式中每場冒險間，你可以將你牌組中，最多2張等級0卡牌，替換為其他相同數量的等級0卡牌。(你仍需要遵守牌組構建相關的規則。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02110.png,1.25,0,90,Jeff Lee Johnson,TheDunwichLegacy,110
死亡之歌 (2) [Mystic][asset],,死亡之歌,,Mystic,None,None,2,2,1 Arcane,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",法術. 歌曲.,"使用(5充能)。
<act>花費1充能：<b>攻擊</b>。這次攻擊不使用<com>，改為使用<wil>。這次攻擊中你+1<wil>。如果攻擊中抽出<sku>標記，這次攻擊造成+2傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02112.png,1.25,0,90,Maggie Ivy,TheDunwichLegacy,112
滅火器 (1) [Survivor][asset],,滅火器,,Survivor,None,None,2,1,1 Hand,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 工具. 近戰.,"<act>：<b>攻擊</b>。這次攻擊中你+1<com>。
<act>放逐滅火器：<b>躲避</b>。這次躲避中你+3<agi>。如果成功，同時躲避與你交戰的其他所有敵人。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02114.png,1.25,0,90,Marcin Jakubowski,TheDunwichLegacy,114
煙斗 [Neutral][asset],,煙斗,,Neutral,None,None,1,0,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具.,"使用(3補給)。
<fre>花費1補給，消耗煙斗，並受到1點傷害：治癒1點恐懼。","
事後一支煙，賽過活神仙。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02116.png,1.25,0,90,Adam Lane,TheDunwichLegacy,116
止痛藥 [Neutral][asset],,止痛藥,,Neutral,None,None,1,0,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具.,"使用(3補給)。
<fre>花費1補給，消耗止痛藥，並受到1點恐懼：治癒1點傷害。","
止痛藥雖好，可不要貪吃哦。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02117.png,1.25,0,90,Owen William Weber,TheDunwichLegacy,117
春田M1903 (4) [Guardian][asset],,春田M1903,,Guardian,None,None,4,4,2 Hands,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 武器. 槍械.,"使用(3子彈)。
<act>花費1子彈：<b>攻擊</b>。這次攻擊中你+3<com>，並+2傷害。不能用於攻擊與你交戰的敵人。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02226.png,1.25,0,90,Jason Caffoe,TheDunwichLegacy,226
幸運骰子 (2) [Rogue][asset],,幸運骰子,還是…?,Rogue,None,None,2,2,Accessory,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 遺物.,"卓越。
<rea>在你抽出1個非<ten>的混亂標記時，花費2資源：忽略該標記，並再抽1個標記結算。如果新抽出的標記為<ten>符號，將幸運骰子移出遊戲(不能被忽略或取消)。<i>(FAQ, v1.1)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02230.png,1.25,0,90,Julepe,TheDunwichLegacy,230
艾麗莎·格雷厄姆 [Mystic][asset],1,艾麗莎·格雷厄姆,靈語者,Mystic,None,None,4,0,Ally,None,1,3,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",盟友. 法師.,"你獲得+1<int>。
<fre>消耗艾麗莎·格雷厄姆：查看遭遇牌堆，或任意玩家牌堆頂部1張卡牌。你可以在艾麗莎·格雷厄姆上放置1個毀滅標記，將察看的卡牌放到對應牌堆底部。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02232.png,1.25,0,90,Tiziano Baracchi,TheDunwichLegacy,232
禮尋術 (4) [Mystic][asset],,禮尋術,,Mystic,None,None,5,4,1 Arcane,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",法術.,"使用(3充能)。
<act>花費1充能：<b>調查</b>。這次調查不使用<int>，改為使用<wil>。這次檢定中你+2<wil>。如果成功，額外發現所在地點2個線索。如果檢定中抽出<sku>、<cul>、<tab>、<mon>或<ten>標記，在檢定結束後，失去所有剩餘行動，並立刻結束你的回合。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02233.png,1.25,0,90,Romana Kendelic,TheDunwichLegacy,233
黑馬 [Survivor][asset],,黑馬,,Survivor,None,None,3,0,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",狀態.,"每位調查員限制1張。
在補給階段，你可以選擇不獲得資源。
只要你的資源池中沒有資源，你獲得+1<wil>，+1<int>，+1<com>和+1<agi>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02234.png,1.25,0,90,Stanislav Dikolenko,TheDunwichLegacy,234
奇怪的溶液 (4) [Seeker][asset],,奇怪的溶液,滋補劑,Seeker,None,None,1,4,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 科學.,"研究。<i>(FAQ, v2.0)</i>
使用(4補給)。
<act>花費1補給：治癒你所在地點一位調查員2點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02262.png,1.25,0,90,Tiziano Baracchi,TheDunwichLegacy,262
奇怪的溶液 (4) [Seeker][asset][強酸],,奇怪的溶液,強酸,Seeker,None,None,1,4,None,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 科學.,"研究。<i>(FAQ, v2.0)</i>
使用(3補給)。
<act>花費1補給：<b>攻擊</b>。該次攻擊<com>基礎值視為6。這次攻擊造成+2傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02263.png,1.25,0,90,Tiziano Baracchi,TheDunwichLegacy,263
奇怪的溶液 (4) [Seeker][asset][冷凍劑],,奇怪的溶液,冷凍劑,Seeker,None,None,1,4,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 科學.,"研究。<i>(FAQ, v2.0)</i>
使用(4補給)。
<act>花費1補給：<b>躲避</b>。該次躲避<agi>基礎值視為6。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02264.png,1.25,0,90,Tiziano Baracchi,TheDunwichLegacy,264
喬伊老鼠弗吉爾 [Rogue][asset],1,"喬伊""老鼠""弗吉爾",劫富者,Rogue,None,None,4,0,Ally,None,3,2,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",盟友. 罪犯.,<fre>花費1資源：選擇你手中1張<b><i>道具</i></b>支援卡並打出(仍需支付卡牌費用)。,"
""墨菲，只要肯付錢，不管是誰、什麼時間、什麼地點，老鼠都能完成任務。""
<cite>《詭鎮奇談》調查員Jason Marker</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02265.png,1.25,0,90,Tiziano Baracchi,TheDunwichLegacy,265
奧魯斯的珠寶 (3) [Mystic][asset],1,奧魯斯的珠寶,矮人的饋贈,Mystic,None,None,3,3,Accessory,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 遺物.,<rea>在你所在地點發生的技能檢定中，抽出<sku>、<cul>、<tab>、<mon>或<ten>標記後，消耗奧魯斯的珠寶：抽取1張卡牌，或獲得2個資源。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02269.png,1.25,0,90,Dani Hartel,TheDunwichLegacy,269
華服 [Neutral][asset],,華服,,Neutral,None,None,1,0,Body,None,1,1,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 服裝.,"你在執行""談判""行動時執行的技能檢定難度降低2。","
絲綢的觸感簡直妙不可言。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\02272.png,1.25,0,90,Jeff Lee Johnson,TheDunwichLegacy,272
演武 [Neutral][asset],,演武,心神合一,Neutral,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",破功.,"陳麗麗牌組專用。永久。
<rea>一輪結束後，如果你本輪沒有受到傷害或恐懼：將本支援卡翻轉至其<b><i>運功</i></b>面。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08011.png,1.25,0,90,Lin Hsiang,EdgeOfTheEarthInv,11
演武 [Neutral][asset][凝神靜氣],,演武,凝神靜氣,Neutral,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",破功.,"陳麗麗牌組專用。永久。
<rea>一輪結束後，如果本輪你的手牌從未有過至少2張：將本支援卡翻轉至其<b><i>運功</i></b>面。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08012.png,1.25,0,90,Lin Hsiang,EdgeOfTheEarthInv,12
演武 [Neutral][asset][扭轉乾坤],,演武,扭轉乾坤,Neutral,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",破功.,"陳麗麗牌組專用。永久。
<rea>一輪結束後，如果你本輪沒有執行技能檢定：將本支援卡翻轉至其<b><i>運功</i></b>面。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08013.png,1.25,0,90,Lin Hsiang,EdgeOfTheEarthInv,13
演武 [Neutral][asset][穩如泰山],,演武,穩如泰山,Neutral,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",破功.,"陳麗麗牌組專用。永久。
<rea>一輪結束後，如果本輪從未有敵人與你位於同一地點：將本支援卡翻轉至其<b><i>運功</i></b>面。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08014.png,1.25,0,90,Lin Hsiang,EdgeOfTheEarthInv,14
全副武裝 [Guardian][asset],,全副武裝,,Guardian,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",才能.,"永久。每副牌組限制1張。當牌組構建時購買。
<b>強制</b> - 在你遊戲的第一回合開始時：一次一張，打出你手牌中任意數量的<b><i>道具</i></b>支援卡，每張費用減少1點。這回合中你減少3次行動。<i>(FAQ, v2.0)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08019.png,1.25,0,90,Lindsey Messecar,EdgeOfTheEarthInv,19
